지휘관,싱크로,보스,속성,덱,니케1,니케2,니케3,니케4,니케5,딜량,비고
미레온,586,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,19468945597,
미레온,586,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,17615655115,
미레온,586,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,19817988187,
미레온,586,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,19817931161,
류천설,641,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,23805066109,
류천설,641,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,22747893554,
류천설,641,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,26988328012,
류천설,641,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,31001505618,
류천설,641,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,28811450083,
류천설,641,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,30553510240,
류천설,641,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,36464976848,
류천설,641,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,27735432750,
류천설,641,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,27360338458,
류천설,641,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,32432037070,
류천설,641,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,23590396205,
류천설,641,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,25645434398,
류천설,641,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,30325106943,
류천설,641,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,31347871826,
류천설,641,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,26304689567,
류천설,641,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,27626068022,
류천설,641,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,22733820619,
류천설,641,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,21365944401,
류천설,641,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,37305682087,
류천설,641,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,27434993459,
류천설,641,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,29377755190,
류천설,641,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,28898496428,
류천설,641,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,29188704049,
류천설,641,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,27055753862,
류천설,641,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,29406526402,
류천설,641,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,27550484174,
거긴내자리,750,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,28884732267,
거긴내자리,750,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,31647218697,
거긴내자리,750,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,37251598742,
거긴내자리,750,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,40499696588,
거긴내자리,750,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,40604790493,
거긴내자리,750,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,43390148914,
거긴내자리,750,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,48448001561,
거긴내자리,750,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,38946859571,
거긴내자리,750,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,38532942037,
거긴내자리,750,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,45596199974,
거긴내자리,750,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,30655050062,
거긴내자리,750,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,36952531329,
거긴내자리,750,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,43183006518,
거긴내자리,750,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,43342020790,
거긴내자리,750,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,36514608452,
거긴내자리,750,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,39945306456,
거긴내자리,750,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,32644880479,
거긴내자리,750,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,30273087925,
거긴내자리,750,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,55026331139,
거긴내자리,750,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,41653887900,
거긴내자리,750,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,44449355180,
거긴내자리,750,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,38875590493,
거긴내자리,750,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,41071472913,
거긴내자리,750,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,38297341097,
거긴내자리,750,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,41384635029,
거긴내자리,750,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,33720512859,
조미료,715,철갑,전격,1,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,레이븐,32849875553,
조미료,715,철갑,전격,2,목단,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,33014883715,
조미료,715,철갑,전격,3,아니스 : 스타,프리카,신데렐라 : 크리스탈 웨이브,민트,프리바티,40265037743,
조미료,715,철갑,전격,4,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,레이븐,프리바티,44769212192,
조미료,715,철갑,전격,5,아니스 : 스타,크라운,신데렐라 : 크리스탈 웨이브,이브,프리바티,44514379817,
조미료,715,철갑,전격,6,리틀 머메이드,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,46577971774,
조미료,715,철갑,전격,7,아니스 : 스타,나유타,라피 : 레드 후드,신데렐라 : 크리스탈 웨이브,프리바티,53949669035,
조미료,715,수냉,작열,1,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,마스트 : 로망틱 메이드,39189714975,
조미료,715,수냉,작열,2,목단,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,41202152423,
조미료,715,수냉,작열,3,아니스 : 스타,크라운,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,49842904312,
조미료,715,수냉,작열,4,리틀 머메이드,프리카,스노우 화이트 : 헤비암즈,민트,프리바티,33315990487,
조미료,715,수냉,작열,5,목단,크라운,스노우 화이트 : 헤비암즈,헬름,일레그 : 붐 앤 쇼크,36583534911,
조미료,715,수냉,작열,6,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,아니스 : 스타,스노우 화이트 : 헤비암즈,프리바티,44051078274,
조미료,715,수냉,작열,7,아니스 : 스타,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,49433967262,
조미료,715,수냉,작열,8,목단,나유타,스노우 화이트 : 헤비암즈,프리바티,일레그 : 붐 앤 쇼크,40669451796,
조미료,715,작열,풍압,1,아니스 : 스타,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,40326806094,
조미료,715,작열,풍압,2,리틀 머메이드,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,32351119637,
조미료,715,작열,풍압,3,헬름,브리드 : 사일런트 트랙,라피 : 레드 후드,디젤 : 윈터 스위츠,미하라 : 본딩 체인,30924383542,
조미료,715,전격,수냉,1,아니스 : 스타,프리카,신데렐라,네온 : 비전 아이,민트,49130157658,
조미료,715,전격,수냉,2,목단,프리카,신데렐라,네온 : 비전 아이,민트,34741672588,
조미료,715,전격,수냉,3,목단,크라운,신데렐라,네온 : 비전 아이,마스트 : 로망틱 메이드,37772907915,
조미료,715,풍압,철갑,1,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,벨벳,40392360394,
조미료,715,풍압,철갑,2,나유타,리틀 머메이드,홍련 : 흑영,리버렐리오,마스트 : 로망틱 메이드,41010424167,
조미료,715,풍압,철갑,3,마스트 : 로망틱 메이드,앵커 : 이노센트 메이드,리틀 머메이드,홍련 : 흑영,리버렐리오,35982633119,
조미료,715,풍압,철갑,4,마스트 : 로망틱 메이드,크라운,리틀 머메이드,홍련 : 흑영,리버렐리오,40387515958,
조미료,715,풍압,철갑,5,나유타,리틀 머메이드,아스카 : WILLE,프리바티,벨벳,38914078554,
